city,state,longitude,latitude
SHERIDAN,IL,41.5212,-88.711
SHERIDAN,IN,40.1295,-86.1853
SHERIDAN,ME,46.5162,-68.8868
SHERIDAN,MI,43.2063,-85.0691
SHERIDAN,MO,40.5171,-94.6148
SHERIDAN,MT,45.3096,-111.932
SHERIDAN,NY,42.489,-79.239
SHERIDAN,OR,45.1459,-123.386
SHERIDAN,TX,29.6047,-96.5249
SHERIDAN,WY,44.7804,-106.838
SHERIDAN LAKE,CO,38.4414,-102.605
SHERMAN,CT,41.5256,-73.4909
SHERMAN,IL,39.9121,-89.5877
SHERMAN,MS,34.3495,-88.8363
SHERMAN,NY,42.1721,-79.6114
SHERMAN,TX,33.6194,-96.6112
SHERMAN,WV,38.9519,-81.7095
SHERMAN MILLS,ME,46.5162,-68.8868
SHERMAN OAKS,CA,34.1508,-118.449
SHERMAN STATION,ME,45.5199,-68.6474
SHERMANS DALE,PA,40.343,-77.1826
SHERRARD,IL,41.2803,-90.5202
SHERRILL,AR,34.3635,-91.9276
SHERRILL,IA,42.5854,-90.8119
SHERRILL,NY,43.0743,-75.5808
SHERRILLS FORD,NC,35.6031,-80.9971
SHERRODSVILLE,OH,40.4957,-81.2163
SHERWOOD,AR,34.8807,-92.2303
SHERWOOD,MD,38.7454,-76.3266
SHERWOOD,MI,42.0006,-85.2252
SHERWOOD,ND,48.8634,-101.77
SHERWOOD,OH,41.318,-84.5695
SHERWOOD,OR,45.3715,-122.875
SHERWOOD,TN,35.0452,-85.9302
SHERWOOD,WI,44.1674,-88.2294
SHEVLIN,MN,47.5859,-95.376
SHEYENNE,ND,47.7613,-98.91
SHICKLEY,NE,40.4162,-97.7222
SHICKSHINNY,PA,41.1513,-76.1081
SHIDLER,OK,36.7819,-96.6607
SHIELDS,ND,46.2447,-101.219
SHILOH,GA,32.7913,-84.7336
SHILOH,NC,36.2398,-76.0225
SHILOH,NJ,39.4216,-75.2077
SHILOH,OH,40.9262,-82.5286
SHILOH,TN,35.126,-88.3468
SHINER,TX,29.4225,-97.1539
SHINGLE SPRINGS,CA,38.6218,-120.788
SHINGLEHOUSE,PA,41.9638,-78.1889
SHINGLETON,MI,46.4343,-86.3679
SHINGLETOWN,CA,40.4887,-121.961
SHINHOPPLE,NY,42.183,-74.9256
SHINNSTON,WV,39.3287,-80.2734
SHIOCTON,WI,44.4829,-88.5895
SHIPMAN,IL,39.1952,-89.9607
SHIPMAN,VA,37.76,-78.8105
SHIPPENSBURG,PA,40.0708,-77.4598
SHIPPENVILLE,PA,41.2637,-79.4341
SHIPPINGPORT,PA,40.6025,-80.3863
SHIPROCK,NM,36.4172,-108.861
SHIPSHEWANA,IN,41.6757,-85.5674
SHIRLAND,IL,42.3254,-89.1705
SHIRLEY,AR,35.6171,-92.2626
SHIRLEY,IL,40.5192,-88.8643
SHIRLEY,IN,39.9463,-85.4855
SHIRLEY,MA,42.4464,-71.4594
SHIRLEY,NY,40.9223,-72.6371
SHIRLEY,WV,39.4506,-80.8701
SHIRLEY BASIN,WY,41.7169,-106.999
SHIRLEY MILLS,ME,45.7924,-69.3046
SHIRLEYSBURG,PA,40.4025,-77.967
SHIRO,TX,30.4943,-96.0185
SHISHMAREF,AK,64.7556,-165.672
SHOALS,IN,38.67,-86.7884
SHOALS,WV,38.3432,-82.4905
SHOBONIER,IL,38.9771,-88.9755
SHOCK,WV,38.9137,-80.8313
SHOEMAKERSVILLE,PA,40.4113,-75.887
SHOHOLA,PA,41.4149,-74.9345
SHOKAN,NY,41.9709,-74.2184
SHONGALOO,LA,32.7433,-93.3271
SHONTO,AZ,36.5931,-110.656
SHOOK,MO,37.1196,-90.445
SHOREHAM,NY,40.9223,-72.6371
SHOREHAM,VT,43.9124,-73.2792
SHORT CREEK,OH,40.2965,-81.1025
SHORT CREEK,WV,40.2793,-80.6
SHORT HILLS,NJ,40.7406,-74.3344
SHORTER,AL,32.3839,-85.9101
SHORTERVILLE,AL,31.501,-85.1135
SHORTSVILLE,NY,42.9788,-77.2527
SHORTT GAP,VA,37.288,-82.0274
SHOSHONE,CA,35.9777,-116.271
SHOSHONE,ID,43.0592,-114.415
SHOSHONI,WY,43.1915,-108.01
SHOUP,ID,44.9681,-113.817
SHOW LOW,AZ,34.2427,-110.048
SHOWELL,MD,38.4003,-75.2166
SHREVE,OH,40.7162,-82.0282
SHREVEPORT,LA,32.5142,-93.7478
SHREWSBURY,MA,42.2966,-71.7136
SHREWSBURY,NJ,40.3254,-74.1079
SHREWSBURY,PA,39.7998,-76.6879
SHRUB OAK,NY,41.3309,-73.8235
SHUBERT,NE,40.2368,-95.684
SHUBUTA,MS,31.9607,-88.7168
SHULLSBURG,WI,42.6052,-90.1136
SHUMWAY,IL,39.1125,-88.6705
SHUNGNAK,AK,66.8684,-159.844
SHUNK,PA,41.4329,-76.5169
SHUQUALAK,MS,33.0826,-88.6596
SHUSHAN,NY,43.1046,-73.3142
SHUTESBURY,MA,42.4716,-72.4402
SIASCONSET,MA,41.2739,-70.0155
SIBLEY,IA,43.3777,-95.6248
SIBLEY,IL,40.5736,-88.3847
SIBLEY,LA,32.6525,-93.3427
SIBLEY,MO,39.1463,-94.204
SIBLEY,MS,31.4706,-91.4044
SICILY ISLAND,LA,31.8482,-91.6613
SICKLERVILLE,NJ,39.7476,-74.9705
SIDE LAKE,MN,47.5515,-92.9949
SIDELL,IL,39.9353,-87.8391
SIDMAN,PA,40.3341,-78.7155
SIDNAW,MI,46.5015,-88.7971
SIDNEY,AR,36.0664,-91.642
SIDNEY,IA,40.7715,-95.6264
SIDNEY,IL,39.9892,-88.0763
SIDNEY,IN,41.1379,-85.8888
SIDNEY,KY,37.5579,-82.4115
SIDNEY,MI,43.2354,-85.1914
SIDNEY,MT,47.6558,-104.195
SIDNEY,NE,41.1344,-102.976
SIDNEY,NY,42.3089,-75.3916
SIDNEY,OH,40.2923,-84.1595
SIDNEY,TX,31.9727,-98.5405
SIDNEY CENTER,NY,42.2171,-75.2325
SIDON,MS,33.4457,-89.9101
SIEPER,LA,31.1976,-92.7858
SIERRA BLANCA,TX,31.3157,-105.453
SIERRA CITY,CA,39.5936,-120.627
SIERRA MADRE,CA,34.1619,-118.05
SIERRA VISTA,AZ,31.564,-110.316
SIERRAVILLE,CA,39.5825,-120.371
SIGEL,IL,39.2517,-88.5108
SIGEL,PA,41.1411,-78.9629
SIGNAL MOUNTAIN,TN,35.1751,-85.3198
SIGOURNEY,IA,41.3109,-92.1592
SIGURD,UT,38.8482,-111.974
SIKES,LA,32.0427,-92.4495
SIKESTON,MO,37.0275,-89.564
SILAS,AL,31.9478,-88.3291
SILER,KY,36.7025,-83.955
SILER CITY,NC,35.7116,-79.3339
SILERTON,TN,35.356,-88.8269
SILETZ,OR,44.7465,-123.845
SILEX,MO,39.0765,-90.9963
SILOAM,GA,33.5619,-83.0742
SILOAM,NC,36.3292,-80.5678
SILOAM SPRINGS,AR,36.2179,-94.3838
SILSBEE,TX,30.3272,-94.2742
SILT,CO,39.5028,-107.666
SILURIA,AL,33.2824,-86.6839
SILVA,MO,37.2073,-90.4196
SILVANA,WA,48.0373,-121.682
SILVER,TX,31.8896,-100.53
SILVER BAY,MN,47.3585,-91.2205
SILVER BAY,NY,43.6932,-73.505
SILVER BEACH,MA,41.7993,-70.3087
SILVER CITY,IA,41.1106,-95.605
SILVER CITY,MS,33.0947,-90.4905
SILVER CITY,NM,32.7814,-108.273
SILVER CITY,NV,39.2652,-119.639
SILVER CREEK,GA,34.1455,-85.1178
SILVER CREEK,MN,45.3158,-93.9798
SILVER CREEK,MS,31.5946,-90.0447
SILVER CREEK,NE,41.3038,-97.7234
SILVER CREEK,NY,42.52,-79.2078
SILVER CREEK,WA,46.5461,-122.488
SILVER GATE,MT,45.0046,-109.985
SILVER GROVE,KY,39.034,-84.3881
SILVER LAKE,IN,41.131,-85.8566
SILVER LAKE,KS,39.1513,-95.8638
SILVER LAKE,MN,44.9211,-94.1954
SILVER LAKE,NH,43.8553,-71.1762
SILVER LAKE,NY,42.6929,-78.0224
SILVER LAKE,OR,42.8053,-120.355
SILVER LAKE,WI,42.552,-88.1608
SILVER PLUME,CO,39.6996,-105.751
SILVER POINT,TN,36.1074,-85.7295
SILVER SPRING,MD,39.0167,-77.0238
SILVER SPRING,PA,40.0647,-76.4343
SILVER SPRINGS,FL,29.2168,-82.0578
SILVER SPRINGS,NV,39.4394,-119.391
SILVER SPRINGS,NY,42.6742,-78.0845
SILVER STAR,MT,45.7,-112.254
SILVERADO,CA,33.742,-117.727
SILVERDALE,PA,40.3445,-75.2687
SILVERDALE,WA,47.6542,-122.69
SILVERHILL,AL,30.5271,-87.735
SILVERLAKE,WA,46.3147,-122.729
SILVERPEAK,NV,37.7225,-117.796
SILVERSTREET,SC,34.2836,-81.6246
SILVERTHORNE,CO,39.6522,-106.08
SILVERTON,CO,37.8484,-107.68
SILVERTON,ID,47.4981,-115.966
SILVERTON,OR,44.9545,-122.748
SILVERTON,TX,34.4713,-101.304
SILVERWOOD,MI,43.2852,-83.2615
SILVIS,IL,41.5604,-90.5175
SIMI VALLEY,CA,34.2863,-118.718
SIMLA,CO,39.2087,-104.07
SIMMESPORT,LA,30.9468,-91.8944
SIMMS,MT,47.4958,-111.886
SIMMS,TX,33.4766,-94.395
SIMON,WV,37.6033,-81.54
SIMONTON,TX,29.6675,-95.966
SIMPSON,IL,37.4519,-88.8014
SIMPSON,KS,39.3851,-97.9328
SIMPSON,LA,31.257,-93.017
SIMPSON,NC,35.5675,-77.2802
SIMPSON,WV,39.3454,-80.0498
SIMPSONVILLE,KY,38.2239,-85.3606
SIMPSONVILLE,MD,39.2364,-76.9419
SIMPSONVILLE,SC,34.7299,-82.2582
SIMS,AR,34.6531,-93.6143
SIMS,IL,38.3629,-88.5336
SIMS,NC,35.7388,-78.1004
SIMSBORO,LA,32.5975,-92.7084
SIMSBURY,CT,41.8686,-72.8197
SINAI,SD,44.2428,-97.0182
SINAJANA,GU,13.4443,144.786
SINCLAIR,ME,46.5162,-68.8868
SINCLAIR,WY,41.7802,-107.117
SINCLAIRVILLE,NY,42.2578,-79.2538
SINGER,LA,30.594,-93.3691
SINGERS GLEN,VA,38.5574,-78.9227
SINKING SPRING,OH,39.0738,-83.3853
SINKS GROVE,WV,37.552,-80.5397
SINNAMAHONING,PA,41.4176,-78.2049
SINSINAWA,WI,42.8593,-90.7913
SINTON,TX,28.0128,-97.5566
SIOUX CENTER,IA,43.084,-96.2696
SIOUX CITY,IA,42.4897,-96.4049
SIOUX FALLS,SD,43.546,-96.7313
SIOUX RAPIDS,IA,42.7571,-95.1037
SIPESVILLE,PA,40.0964,-79.0902
SIPSEY,AL,33.8201,-87.0779
SIREN,WI,45.7827,-92.3857
SISSETON,SD,45.5414,-96.9702
SISTER BAY,WI,45.1783,-87.1017
SISTERS,OR,44.3165,-121.509
SISTERSVILLE,WV,39.5414,-80.9756
SITKA,AK,57.0808,-135.318
SITKA,KY,37.9201,-82.8325
SIX LAKES,MI,43.3413,-85.1771
SIX MILE,SC,34.8372,-82.8256
SIX MILE RUN,PA,40.1698,-78.2122
SIXES,OR,42.8001,-124.433
SIZEROCK,KY,37.2188,-83.5064
SKAGWAY,AK,59.4568,-135.315
SKAMOKAWA,WA,46.3004,-123.456
SKANDIA,MI,46.3969,-87.3005
SKANEATELES,NY,42.8844,-76.2852
SKANEATELES FALLS,NY,42.9911,-76.4511
SKANEE,MI,46.8671,-88.1391
SKELLYTOWN,TX,35.5692,-101.173
SKELTON,WV,37.8005,-81.1806
SKIATOOK,OK,36.4137,-96.1685
SKIDMORE,MO,40.2869,-95.0783
SKIDMORE,TX,28.2121,-97.7127
SKILLMAN,NJ,40.4343,-74.7085
SKIPPACK,PA,40.2251,-75.4031
SKIPPERS,VA,36.5958,-77.5921
SKIPPERVILLE,AL,31.5748,-85.537
SKIPWITH,VA,36.724,-78.5301
SKOKIE,IL,42.0334,-87.7472
SKOWHEGAN,ME,44.7693,-69.594
SKULL VALLEY,AZ,34.7067,-112.398
SKWENTNA,AK,62.2804,-149.715
SKYFOREST,CA,34.84,-115.967
SKYGUSTY,WV,37.3752,-81.6539
SKYKOMISH,WA,47.7222,-121.369
SKYLAND,NC,35.4835,-82.5207
SKYTOP,PA,41.2336,-75.2389
SLAB FORK,WV,37.7179,-81.3716
SLADE,KY,37.8161,-83.6939
SLAGLE,LA,31.112,-93.2009
SLANESVILLE,WV,39.3413,-78.7545
SLATE HILL,NY,41.3861,-74.4804
SLATE RUN,PA,41.3327,-77.0236
SLATE SPRING,MS,33.7439,-89.3753
SLATEDALE,PA,40.7455,-75.6592
SLATER,CO,40.9979,-107.339
SLATER,IA,41.8925,-93.664
SLATER,MO,39.1012,-93.2642
SLATER,SC,35.0289,-82.4941
SLATERSVILLE,RI,41.9984,-71.5763
SLATERVILLE SPRINGS,NY,42.4025,-76.3608
SLATINGTON,PA,40.7345,-75.6186
SLATON,TX,33.5535,-101.809
SLATYFORK,WV,38.388,-79.9906
SLAUGHTER,LA,30.7571,-91.0738
SLAUGHTERS,KY,37.5054,-87.5346
SLAYDEN,TN,36.2835,-87.4581
SLAYTON,MN,43.9935,-95.7635
SLEDGE,MS,34.5611,-90.3303
SLEEPY EYE,MN,44.3173,-94.7772
SLEETMUTE,AK,60.3147,-163.119
SLEMP,KY,37.0705,-83.1136
SLICK,OK,35.9013,-96.326
SLICKVILLE,PA,40.4604,-79.5156
SLIDELL,LA,30.2776,-89.7765
SLIDELL,TX,33.378,-97.3922
SLIGO,PA,41.1057,-79.49
SLINGER,WI,43.3274,-88.2609
SLINGERLANDS,NY,42.6443,-73.8763
SLIPPERY ROCK,PA,41.0524,-80.0438
SLOAN,IA,42.3455,-96.0483
SLOANSVILLE,NY,42.7569,-74.3174
SLOATSBURG,NY,41.1575,-74.2008
SLOCOMB,AL,31.1371,-85.5645
SLOCUM,RI,41.5289,-71.5299
SLOUGHHOUSE,CA,38.5186,-121.125
SLOVAN,PA,40.3584,-80.3879
SMACKOVER,AR,33.1947,-92.5238
SMALL POINT,ME,43.9009,-69.8595
SMALLWOOD,NY,41.6615,-74.8177
SMARR,GA,32.9895,-83.8761
SMARTT,TN,35.6784,-85.7776
SMARTVILLE,CA,39.1944,-121.314
SMELTERVILLE,ID,47.5362,-116.206
SMETHPORT,PA,41.7987,-78.5392
SMICKSBURG,PA,40.8677,-79.1413
SMILAX,KY,37.1214,-83.2539
SMILEY,TX,29.2773,-97.6459
SMITH,NV,38.7733,-119.303
SMITH CENTER,KS,39.7886,-98.6734
SMITH LAKE,NM,35.4809,-108.177
SMITH MILLS,KY,37.8323,-87.7889
SMITH RIVER,CA,41.926,-124.16
SMITHBORO,IL,38.8904,-89.3142
SMITHBORO,NY,42.0395,-76.4004
SMITHBURG,WV,39.2708,-80.7197
SMITHDALE,MS,31.2689,-90.6702
SMITHERS,WV,38.1543,-81.278
SMITHFIELD,IL,40.4951,-90.3454
SMITHFIELD,KY,38.408,-85.2672
SMITHFIELD,ME,44.6211,-69.7709
SMITHFIELD,NC,35.5365,-78.336
SMITHFIELD,NE,40.54,-99.8303
SMITHFIELD,OH,40.2801,-80.7849
SMITHFIELD,PA,39.9296,-79.6989
SMITHFIELD,RI,41.8539,-71.4978
SMITHFIELD,UT,41.8018,-111.91
SMITHFIELD,VA,36.9762,-76.6115
SMITHFIELD,WV,39.5755,-80.6667
SMITHLAND,IA,42.347,-96.0374
SMITHLAND,KY,37.2387,-88.3757
SMITHMILL,PA,40.7601,-78.45
SMITHS,AL,32.5583,-85.0915
SMITHS CREEK,MI,42.9051,-82.5679
SMITHS GROVE,KY,37.0182,-86.187
SMITHSBURG,MD,39.5914,-77.6148
SMITHSHIRE,IL,40.7498,-90.7503
SMITHTON,IL,38.4753,-89.8987
SMITHTON,MO,38.66,-93.1088
SMITHTON,PA,40.1553,-79.7381
SMITHTOWN,NY,40.8566,-73.2037
SMITHVILLE,AR,36.0579,-91.2401
SMITHVILLE,GA,31.7721,-84.2225
SMITHVILLE,IN,39.1732,-86.5015
SMITHVILLE,MO,39.3871,-94.4732
SMITHVILLE,MS,34.0453,-88.3656
SMITHVILLE,OH,40.8725,-81.8553
SMITHVILLE,OK,34.0617,-94.8089
SMITHVILLE,TN,35.9585,-85.8356
SMITHVILLE,TX,30.0034,-97.2221
SMITHVILLE,WV,39.1985,-81.0689
SMITHVILLE FLATS,NY,42.4615,-75.6327
SMITHWICK,SD,43.2397,-103.528
SMOAKS,SC,33.0981,-80.6825
SMOCK,PA,39.9883,-79.7713
SMOKERUN,PA,40.9891,-78.4224
SMOKETOWN,PA,40.0364,-76.2031
SMOOT,WV,37.9756,-80.4269
SMOOT,WY,42.5878,-110.916
SMYER,TX,33.567,-102.21
SMYRNA,DE,39.194,-75.5651
SMYRNA,GA,33.8659,-84.5232
SMYRNA,MI,42.9449,-85.0747
SMYRNA,NC,34.8739,-76.5871
SMYRNA,NY,42.6726,-75.5934
SMYRNA,SC,35.0252,-81.4073
SMYRNA,TN,35.8562,-86.4534
SMYRNA MILLS,ME,46.5162,-68.8868
SNEADS,FL,30.7776,-84.9559
SNEADS FERRY,NC,34.6069,-77.4262
SNEEDVILLE,TN,36.5099,-83.1856;
SNELLING,CA,37.4837,-120.463
SNELLVILLE,GA,33.8548,-84.0059
SNOHOMISH,WA,47.913,-122.099
SNOOK,TX,30.5131,-96.618
SNOQUALMIE,WA,47.5345,-121.816
SNOQUALMIE PASS,WA,47.4452,-121.431
SNOVER,MI,43.404,-82.9515
SNOW,OK,34.4188,-95.3584
SNOW CAMP,NC,35.9148,-79.4037
SNOW HILL,AL,32.02,-87.0543
SNOW HILL,MD,38.2178,-75.3266
SNOW HILL,NC,35.4283,-77.7013
SNOW LAKE,AR,33.8183,-91.2141
SNOW SHOE,PA,40.9921,-78.0279
SNOWFLAKE,AZ,34.5217,-110.111
SNOWMASS,CO,39.2517,-106.922
SNOWMASS VILLAGE,CO,39.2065,-106.869
SNOWSHOE,WV,38.388,-79.9906
SNOWVILLE,UT,41.966,-112.727
SNYDER,CO,40.4152,-103.611
SNYDER,NE,41.6485,-96.7873
SNYDER,OK,34.6737,-98.9524
SNYDER,TX,32.7121,-100.918
SNYDERSBURG,PA,41.2023,-79.4538
SNYDERTOWN,PA,40.879,-76.6673
SOAP LAKE,WA,47.4046,-119.442
SOBIESKI,WI,44.7266,-88.1218
SOCIAL CIRCLE,GA,33.6791,-83.6835
SOCIETY HILL,SC,34.442,-79.8805
SOCORRO,NM,34.036,-107.038
SOD,WV,38.2559,-81.891
SODA SPRINGS,CA,39.3196,-120.435
SODA SPRINGS,ID,42.7729,-111.635
SODDY DAISY,TN,35.2579,-85.1708
SODUS,MI,42.0295,-86.3782
SODUS,NY,43.2104,-77.0535
SODUS POINT,NY,43.2546,-76.9835
SOLANA BEACH,CA,33.0071,-117.257
SOLANO,NM,35.8041,-103.902
SOLDIER,IA,41.994,-95.7785
SOLDIER,KS,39.479,-95.8255
SOLDIER,KY,38.262,-83.2847
SOLDIERS GROVE,WI,43.3698,-90.8084
SOLDOTNA,AK,60.11,-151.248
SOLEBURY,PA,40.3286,-75.1028
SOLEDAD,CA,36.4495,-121.368
SOLEN,ND,46.3656,-100.783
SOLGOHACHIA,AR,35.2679,-92.6736
SOLO,MO,37.2428,-91.9623
SOLOMON,AZ,32.8428,-109.696
SOLOMON,KS,38.9109,-97.3395
SOLOMONS,MD,38.3774,-76.4409
SOLON,IA,41.7929,-91.5061
SOLON,ME,44.9314,-69.8348
SOLON,OH,41.3868,-81.4403
SOLON MILLS,IL,42.4425,-88.276
SOLON SPRINGS,WI,46.4173,-91.811
SOLSBERRY,IN,39.1041,-86.7371
SOLSVILLE,NY,42.9545,-75.6168
SOLVANG,CA,34.596,-120.141
SOLWAY,MN,47.975,-95.0087
SOMERDALE,NJ,39.8441,-75.0222
SOMERDALE,OH,40.5649,-81.3523
SOMERS,CT,41.9196,-72.433
SOMERS,IA,42.3865,-94.4545
SOMERS,MT,48.0677,-114.202
SOMERS,NY,41.3265,-73.6937
SOMERS,WI,42.6423,-87.9032
SOMERS POINT,NJ,39.4257,-74.6644
SOMERSET,CA,38.6393,-120.6
SOMERSET,CO,38.9884,-107.231
SOMERSET,IN,40.6714,-85.8288
SOMERSET,KY,37.0835,-84.6082
SOMERSET,MA,41.7386,-71.1768
SOMERSET,MI,42.023,-84.3794
SOMERSET,NJ,40.4889,-74.464
SOMERSET,OH,39.7365,-82.2789
SOMERSET,PA,40.0075,-79.0786
SOMERSET,TX,29.2205,-98.6678
SOMERSET,VA,38.1997,-78.2394
SOMERSET,WI,45.0814,-92.4744
SOMERSET CENTER,MI,42.0502,-84.3922
SOMERSVILLE,CT,41.9765,-72.4906
SOMERSWORTH,NH,43.2295,-70.9583
SOMERTON,AZ,32.6124,-114.606
SOMERVILLE,AL,34.4363,-86.7297
SOMERVILLE,IN,38.2811,-87.3773
SOMERVILLE,MA,42.3891,-71.0971
SOMERVILLE,NJ,40.5603,-74.6617
SOMERVILLE,OH,39.5456,-84.6275
SOMERVILLE,TN,35.2594,-89.4099
SOMERVILLE,TX,30.3649,-96.5267
SOMERVILLE,VA,38.5059,-77.5956
SOMES BAR,CA,41.4511,-123.467
SOMIS,CA,34.304,-119.039
SOMONAUK,IL,41.8606,-88.783
SONDHEIMER,LA,32.7713,-91.2302
SONNETTE,MT,45.3911,-105.63
SONOITA,AZ,31.6731,-110.619
SONOMA,CA,38.2559,-122.477
SONORA,CA,37.9609,-120.344
SONORA,KY,37.515,-85.9502
SONORA,TX,30.5794,-100.671
SONTAG,MS,31.6403,-90.1895
SONYEA,NY,42.7298,-77.7739
SOPCHOPPY,FL,30.142,-84.553
SOPER,OK,34.0326,-95.6965
SOPERTON,GA,32.3831,-82.5571
SOPHIA,NC,35.8175,-79.9085
SOPHIA,WV,37.7772,-81.345
SOQUEL,CA,37.0319,-121.95
SORENTO,IL,38.9616,-89.5547
SORRENTO,FL,28.8314,-81.5051
SORRENTO,LA,30.1865,-90.8805
SORRENTO,ME,44.4912,-68.1914
SOSO,MS,31.7132,-89.2973
SOUDAN,MN,47.821,-92.2464
SOUDERSBURG,PA,40.0185,-76.2976
SOUDERTON,PA,40.2884,-75.341
SOULSBYVILLE,CA,38.0104,-120.231
SOUND BEACH,NY,40.9223,-72.6371
SOUR LAKE,TX,30.2389,-94.4037
SOURIS,ND,48.8738,-100.736
SOUTH ACWORTH,NH,43.3645,-72.194
SOUTH AMANA,IA,41.7244,-91.9393
SOUTH AMBOY,NJ,40.4838,-74.286
SOUTH BARRE,MA,42.376,-72.1494
SOUTH BARRE,VT,44.1757,-72.5025
SOUTH BAY,FL,26.6459,-80.4303
SOUTH BEACH,OR,44.5746,-124.043
SOUTH BELOIT,IL,42.3865,-89.091
SOUTH BEND,IN,41.6942,-86.2507
SOUTH BEND,NE,41.0067,-96.2462
SOUTH BEND,TX,33.0052,-98.6892
SOUTH BEND,WA,46.588,-123.834
SOUTH BERWICK,ME,43.2276,-70.7117
SOUTH BETHLEHEM,NY,42.521,-73.8519
SOUTH BLOOMINGVILLE,OH,39.4174,-82.5923
SOUTH BOARDMAN,MI,44.6344,-85.2529
SOUTH BOSTON,VA,36.6798,-78.9529
SOUTH BOUND BROOK,NJ,40.5523,-74.5312
SOUTH BRANCH,MI,44.4724,-83.9598
SOUTH BRISTOL,ME,43.8779,-69.6127
SOUTH BRITAIN,CT,41.3657,-72.9275
SOUTH BURLINGTON,VT,44.4669,-73.1713
SOUTH BUTLER,NY,43.1344,-76.7656
SOUTH BYRON,NY,43.0416,-78.0573
SOUTH CAIRO,NY,42.2676,-73.9864
SOUTH CANAAN,PA,41.616,-75.2747
SOUTH CARROLLTON,KY,37.3536,-87.1658
SOUTH CARVER,MA,41.8501,-70.7044
SOUTH CASCO,ME,43.91,-70.5245
SOUTH CHARLESTON,OH,39.8543,-83.6653
SOUTH CHATHAM,MA,41.8489,-70.0302
SOUTH CHINA,ME,44.3756,-69.5863
SOUTH CLE ELUM,WA,47.1886,-120.954
SOUTH COLBY,WA,47.5218,-122.54
SOUTH COLTON,NY,44.6447,-74.8792
SOUTH DARTMOUTH,MA,41.5665,-70.9843
SOUTH DAYTON,NY,42.3741,-78.9464
SOUTH DEERFIELD,MA,42.4645,-72.6823
SOUTH DENNIS,MA,41.8004,-70.0892
SOUTH DENNIS,NJ,39.1,-74.8487
SOUTH DOS PALOS,CA,37.0135,-120.745
SOUTH EASTON,MA,42.0232,-71.1111
SOUTH EGREMONT,MA,42.1281,-73.3609
SOUTH EL MONTE,CA,33.7866,-118.299
SOUTH ELGIN,IL,42.0075,-88.4059
SOUTH ENGLISH,IA,41.4529,-92.068
SOUTH FALLSBURG,NY,41.7702,-74.7168
SOUTH FORK,CO,37.6383,-106.598
SOUTH FORK,MO,36.6291,-91.9868
SOUTH FORK,PA,40.4116,-78.7784
SOUTH FREEPORT,ME,43.8208,-70.1208
SOUTH FULTON,TN,36.3815,-89.084
SOUTH GARDINER,ME,44.1833,-69.7772
SOUTH GATE,CA,33.9377,-118.193
SOUTH GIBSON,PA,41.8203,-75.8046
SOUTH GLASTONBURY,CT,41.6571,-72.5722
SOUTH GLENS FALLS,NY,43.2836,-73.6294
SOUTH GRAFTON,MA,42.1765,-71.6819
SOUTH GREENFIELD,MO,37.4318,-93.8499
SOUTH HACKENSACK,NJ,40.8579,-74.0489
SOUTH HADLEY,MA,42.2498,-72.5815
SOUTH HAMILTON,MA,42.6267,-70.8511
SOUTH HARWICH,MA,41.6862,-70.0329
SOUTH HAVEN,KS,37.1366,-97.3292
SOUTH HAVEN,MI,42.3638,-86.139
SOUTH HAVEN,MN,45.2652,-94.166
SOUTH HEART,ND,46.7677,-103.072
SOUTH HEIGHTS,PA,40.5763,-80.2383
SOUTH HERO,VT,44.7382,-73.3064
SOUTH HILL,VA,36.7172,-78.1687
SOUTH HOLLAND,IL,41.8119,-87.6873
SOUTH HOUSTON,TX,29.6626,-95.2295
SOUTH HUTCHINSON,KS,38.0035,-97.9443
SOUTH INTERNATIONAL FALLS,MN,48.2789,-93.7555
SOUTH JAMESPORT,NY,40.9223,-72.6371
SOUTH JORDAN,UT,40.5541,-111.954
SOUTH KENT,CT,41.6824,-73.3053
SOUTH KORTRIGHT,NY,42.183,-74.9256
SOUTH LAKE TAHOE,CA,38.939,-119.977
SOUTH LANCASTER,MA,42.4435,-71.6861
SOUTH LEBANON,OH,39.356,-84.2072
SOUTH LEE,MA,42.2866,-73.3133
SOUTH LIMA,NY,42.8554,-77.6876
SOUTH LONDONDERRY,VT,43.1699,-72.8515
SOUTH LYME,CT,41.2967,-72.2633
SOUTH LYON,MI,42.4746,-83.6122
SOUTH MILFORD,IN,41.5369,-85.3192
SOUTH MILLS,NC,36.4553,-76.28
SOUTH MILWAUKEE,WI,42.9116,-87.9505
SOUTH MONTROSE,PA,41.8237,-75.8831
SOUTH MOUNTAIN,PA,39.8331,-77.4886
SOUTH NAKNEK,AK,58.7456,-157.159
SOUTH NEW BERLIN,NY,42.5426,-75.4122
SOUTH NEWBURY,NH,43.3103,-71.6629
SOUTH NEWFANE,VT,42.9391,-72.7292
SOUTH ORANGE,NJ,40.7458,-74.2675
SOUTH ORLEANS,MA,41.7567,-69.9841
SOUTH OTSELIC,NY,42.6548,-75.7699
SOUTH OZONE PARK,NY,40.6744,-73.819
SOUTH PADRE ISLAND,TX,26.1159,-97.494
SOUTH PARIS,ME,44.3531,-70.6078
SOUTH PARK,PA,40.3031,-79.9976
SOUTH PASADENA,CA,34.1119,-118.157
SOUTH PEKIN,IL,40.4948,-89.6546
SOUTH PITTSBURG,TN,35.1097,-85.6557
SOUTH PLAINFIELD,NJ,40.5721,-74.4135
